area trstprl trstlgl trstplt trstep trstun euftf imueclt imwbcnt
W 7 7 6 7 5 3 3 2
W 6 6 6 6 7 7 6 3
W 6 7 6 8 6 4 3 3
W 5 6 6 6 6 7 6 5
W 0 0 0 0 0 4 3 0
W 5 5 6 4 7 5 2 2
W 5 5 7 5 5 3 8 5
W 5 5 0 5 5 0 5 5
W 5 2 2 5 5 0 0 2
W 2 7 4 7 8 6 5 5
W 5 5 5 7 7 6 8 6
W 2 1 3 6 8 0 0 0
W 3 5 2 2 3 5 1 1
W 0 3 0 0 0 5 5 1
W 5 7 5 5 5 2 4 5
W 5 7 6 7 7 8 8 7
W 5 3 6 5 5 8 3 3
W 5 7 6 8 7 8 7 6
W 5 7 3 6 7 3 5 4
W 5 7 5 8 7 3 5 4
W 6 7 5 5 2 8 8 5
W 5 3 4 5 5 4 5 4
W 2 3 1 4 6 3 8 5
W 6 6 5 7 7 5 6 5
W 4 5 4 5 5 4 5 4
W 5 5 3 4 5 5 5 5
W 4 8 5 8 6 2 9 5
W 3 5 4 5 6 6 5 4
W 9 7 9 10 6 10 8 8
W 2 3 2 2 0 3 6 5
W 5 3 5 5 5 6 5 5
W 4 5 4 7 7 4 8 2
W 5 2 3 5 2 0 5 0
W 5 6 6 7 6 5 8 5
W 3 5 1 3 3 3 6 1
W 5 3 3 5 6 5 8 3
W 5 9 3 5 5 9 5 3
W 5 2 3 5 2 4 3 3
W 5 4 3 6 4 5 7 3
W 5 6 5 6 7 5 7 5
W 2 3 1 2 2 4 5 5
W 5 7 7 8 6 5 5 4
W 5 8 6 8 8 6 8 5
W 5 5 6 8 8 8 6 0
W 2 1 2 1 4 5 5 3
W 7 6 2 5 0 6 7 5
W 7 6 5 8 4 7 6 5
W 5 7 5 5 5 7 3 3
W 4 7 5 7 8 8 5 4
W 1 2 2 2 1 3 3 2
W 5 8 3 6 6 5 8 5
W 6 8 4 5 5 6 6 4
W 3 10 0 7 10 4 10 1
W 0 5 2 2 3 0 0 0
W 7 6 3 7 7 7 6 5
W 3 1 4 5 6 6 2 0
W 6 4 5 7 8 7 5 4
W 1 5 2 6 2 1 2 2
W 7 3 3 4 4 3 5 3
W 6 4 5 5 5 7 7 5
W 5 6 4 5 6 6 6 6
W 5 8 5 5 5 6 5 5
W 3 3 3 4 5 6 4 4
W 5 0 5 4 5 6 3 1
W 6 5 7 5 5 5 7 5
W 8 4 7 5 4 5 3 2
W 3 4 4 4 3 5 5 5
W 3 5 7 8 9 8 8 4
W 3 5 5 5 5 6 5 4
W 4 0 4 3 5 3 5 4
W 5 5 4 5 5 5 7 5
W 4 4 3 5 5 5 8 7
W 3 3 3 3 3 1 5 3
W 4 3 4 6 7 2 6 4
W 7 2 2 5 5 5 7 5
W 5 5 4 5 6 5 5 5
W 5 7 5 7 5 5 6 3
W 2 6 3 7 5 3 5 7
W 5 2 4 5 5 0 6 5
W 8 8 8 7 7 7 4 4
W 7 3 5 7 7 3 7 5
W 5 8 4 5 4 8 9 6
W 5 2 2 8 6 0 9 3
W 2 2 2 2 2 3 0 0
W 5 4 3 5 5 6 6 5
W 6 8 4 6 5 6 5 4
W 7 7 5 7 7 8 8 6
W 5 2 5 8 8 3 7 5
W 3 2 3 5 7 5 9 2
W 4 5 3 5 6 3 6 4
W 7 7 7 7 8 7 5 5
W 2 1 5 5 6 2 4 2
W 7 4 2 6 7 1 3 0
W 8 7 5 8 5 8 9 7
W 8 5 5 6 6 3 4 4
W 5 5 5 5 5 5 9 5
W 6 4 3 7 7 2 1 1
W 6 8 6 6 4 3 7 7
W 3 4 2 5 4 4 3 4
W 7 7 6 8 7 8 7 5
W 5 7 5 6 6 6 3 3
W 8 7 6 8 7 5 5 3
W 4 5 3 4 5 6 7 2
W 7 7 3 8 8 9 7 5
W 6 7 5 8 8 7 6 4
W 7 3 3 7 7 5 1 1
W 5 6 4 6 6 3 7 5
W 6 7 6 8 8 4 4 3
W 5 5 5 5 5 5 3 3
W 7 8 8 7 6 7 8 5
W 8 6 4 9 9 0 7 3
W 1 5 2 2 0 1 4 2
W 5 8 3 3 3 1 1 1
W 3 3 2 3 5 1 5 1
W 5 7 5 5 5 2 3 2
W 8 7 5 5 5 8 5 4
W 1 5 1 1 1 2 5 1
W 4 6 4 5 4 5 7 6
W 1 0 0 0 0 0 8 5
W 5 5 5 5 5 5 5 5
W 6 4 5 7 7 6 7 5
W 6 3 2 5 5 0 5 2
W 4 7 3 5 6 7 7 5
W 2 1 4 4 2 4 6 4
W 5 3 2 6 6 7 8 4
W 7 8 5 9 8 5 9 5
W 0 5 5 7 10 5 5 2
W 5 5 5 5 5 4 7 5
W 8 7 6 8 7 8 8 7
W 6 8 7 7 8 6 7 5
W 4 6 5 7 8 3 8 5
W 7 8 7 8 8 3 5 5
W 6 5 8 7 7 2 2 2
W 5 6 4 5 4 3 4 5
W 3 4 0 4 4 1 2 1
W 6 7 3 8 6 2 3 3
W 5 7 4 4 5 5 5 2
W 3 5 0 3 5 5 2 1
W 7 7 4 7 7 7 7 6
W 5 4 3 5 5 8 8 5
W 8 5 3 7 5 3 5 5
W 5 5 3 4 3 10 8 7
W 3 7 6 7 7 8 9 5
W 5 7 0 8 5 4 7 5
W 5 4 5 6 7 8 8 7
W 5 3 5 5 5 5 5 5
W 5 8 6 8 7 6 7 4
W 5 7 5 5 6 6 4 5
W 5 3 5 5 7 7 6 6
W 6 7 5 7 7 8 5 5
W 3 5 4 5 5 6 8 6
W 3 3 4 5 5 5 3 5
W 7 8 7 7 7 3 5 4
W 5 4 4 6 7 6 7 5
W 4 7 3 7 5 5 6 5
W 2 6 2 1 3 5 5 5
W 7 9 4 8 7 9 8 6
W 3 0 5 5 5 5 7 5
W 4 3 3 4 6 4 4 1
W 6 6 3 7 7 6 9 5
W 5 8 2 4 3 8 7 3
W 4 3 4 5 2 5 5 5
W 5 8 5 5 5 7 8 5
W 6 5 8 7 5 7 8 5
W 4 5 5 6 6 3 7 5
W 5 6 5 7 7 7 7 2
W 4 4 4 5 6 4 7 5
W 0 0 0 0 0 0 10 0
W 5 7 3 5 5 6 3 5
W 5 3 4 5 4 7 8 5
W 4 5 2 6 6 2 3 4
W 5 4 5 5 7 5 6 3
W 4 4 3 6 7 7 8 5
W 2 1 1 1 4 0 2 0
W 5 7 4 7 8 5 7 3
W 5 3 2 6 5 3 4 4
W 5 5 5 5 5 5 6 5
W 5 7 5 7 6 10 7 5
W 4 3 5 7 7 5 5 3
W 3 6 3 4 2 8 10 5
W 6 5 3 4 3 5 5 3
W 5 6 4 5 5 5 5 3
W 4 2 1 4 4 3 0 0
W 4 4 3 7 7 0 5 5
W 2 2 2 3 3 0 0 5
W 2 5 2 2 2 0 5 2
W 4 4 4 4 5 4 5 4
W 6 6 4 6 4 8 8 5
W 5 8 7 8 8 7 7 5
W 5 5 5 5 5 5 5 5
W 3 7 5 5 5 5 6 5
W 5 6 6 7 7 4 7 4
W 6 7 6 7 6 3 5 5
W 4 5 3 6 7 5 7 5
W 4 3 4 4 5 6 7 3
W 2 3 7 4 7 3 6 4
W 5 3 3 5 4 3 6 2
W 5 5 4 3 3 2 2 2
W 5 3 3 6 7 2 3 3
W 0 6 3 2 2 7 2 4
W 3 3 1 2 2 1 5 5
W 5 5 5 5 5 5 5 5
W 6 5 6 7 8 7 7 7
W 3 5 4 3 3 5 5 4
W 7 7 6 5 5 7 5 3
W 6 2 3 7 4 6 4 3
W 6 7 5 8 6 8 9 5
W 3 2 2 2 3 3 3 2
W 2 2 2 4 5 3 3 3
W 3 2 2 2 2 2 8 5
W 5 5 5 8 8 6 8 5
W 7 7 6 8 8 4 6 0
W 6 7 3 8 8 7 8 7
W 7 8 7 5 2 7 7 2
W 6 8 7 8 8 6 7 6
W 5 8 6 6 7 8 7 5
W 4 3 3 2 3 9 6 4
W 3 7 5 4 4 0 8 5
W 8 4 2 6 6 8 4 4
W 5 5 5 7 7 6 7 5
W 5 2 1 3 3 3 5 2
W 5 7 4 6 6 6 6 5
W 7 6 5 8 8 9 8 6
W 5 6 4 5 4 6 6 6
W 3 5 0 6 0 3 7 8
W 6 8 6 8 8 8 8 7
W 5 7 3 5 6 7 7 5
W 3 5 3 4 5 3 2 2
W 5 1 3 6 4 5 7 5
W 5 3 2 5 5 5 5 4
W 3 3 2 5 5 2 1 2
W 4 5 4 6 6 5 6 5
W 3 6 4 3 3 4 6 5
W 5 5 4 4 4 4 5 0
W 1 1 0 0 2 4 5 0
W 3 5 2 6 6 4 6 5
W 3 6 3 5 4 8 6 5
W 4 3 4 4 4 6 6 5
W 8 8 7 9 7 9 5 5
W 2 5 1 3 6 6 7 5
W 5 6 5 6 7 1 5 3
W 4 5 2 5 6 2 8 5
W 4 7 4 7 8 5 7 3
W 6 4 4 5 5 7 5 3
W 4 6 3 6 8 5 4 4
W 6 7 6 6 6 6 7 3
W 5 5 4 6 7 2 7 5
W 7 6 5 8 8 8 9 6
W 7 8 7 8 8 8 6 5
W 2 0 2 5 4 0 10 5
W 6 6 6 8 7 6 6 6
W 6 8 4 8 7 7 8 6
S 7 9 7 5 8 7 10 6
S 6 6 5 3 7 4 7 4
S 3 7 4 4 7 7 7 7
S 9 8 8 8 8 4 8 8
S 5 7 4 4 4 8 8 8
S 6 4 3 2 4 2 6 5
S 1 7 2 0 0 4 9 8
S 6 6 5 5 6 7 8 6
S 8 5 2 5 7 8 8 7
S 7 7 5 4 6 3 3 5
S 5 7 5 3 5 5 7 5
S 5 3 5 5 8 6 8 5
S 8 8 4 5 7 9 8 5
S 8 7 8 5 5 7 9 10
S 7 6 2 8 9 7 8 10
S 6 5 4 3 5 2 10 10
S 7 5 3 5 8 3 6 3
S 6 8 4 4 6 3 8 7
S 8 6 6 5 7 6 7 5
S 8 10 4 3 7 4 7 5
S 9 7 8 7 8 5 6 5
S 6 7 5 6 8 5 8 8
S 10 7 7 5 7 5 7 9
S 5 7 5 5 5 4 7 8
S 5 7 3 2 5 3 7 5
S 6 6 5 6 8 5 9 9
S 5 5 4 5 9 5 6 5
S 6 8 4 6 8 3 8 8
S 8 8 8 8 4 0 10 9
S 4 6 3 4 7 9 8 6
S 9 8 5 8 8 5 9 6
S 5 6 4 4 5 3 6 5
S 8 7 3 5 8 5 5 5
S 8 6 6 6 7 7 8 8
S 5 7 2 1 7 2 8 8
S 5 8 5 5 8 5 8 8
S 6 5 5 5 8 6 7 7
S 8 8 8 7 7 5 8 10
S 6 7 5 4 6 5 4 4
S 7 3 4 3 7 6 3 2
S 7 9 6 5 8 4 8 5
S 5 5 4 4 5 3 8 8
S 3 4 2 5 8 5 8 7
S 0 8 6 5 7 5 10 9
S 7 8 7 6 5 5 8 6
S 8 8 6 5 7 5 8 5
S 7 7 6 7 7 5 8 7
S 4 5 4 1 7 2 6 6
S 6 7 4 5 6 6 5 5
S 8 6 5 5 7 2 8 7
S 5 9 8 5 8 8 10 10
S 5 6 5 3 5 4 7 5
S 4 3 2 0 3 1 8 9
S 3 7 3 3 5 5 9 9
S 10 10 9 8 8 5 9 10
S 6 8 5 2 6 5 5 5
S 10 7 3 0 9 2 5 5
S 9 10 5 5 8 5 10 10
S 7 8 7 7 8 5 8 8
S 6 10 5 5 5 2 7 6
S 7 8 6 6 8 5 8 7
S 8 8 8 8 10 8 10 10
S 3 2 0 0 6 5 4 3
S 8 10 7 6 8 10 10 10
S 5 7 3 5 7 6 8 5
S 7 1 6 5 8 5 5 5
S 8 4 3 2 8 4 8 5
S 4 4 3 4 6 6 7 6
S 3 5 3 3 5 1 10 8
S 8 8 8 7 10 7 10 8
S 2 9 3 3 6 4 5 5
S 7 8 5 4 8 8 6 5
S 5 7 5 4 5 5 10 8
S 7 8 7 5 8 3 10 8
S 7 9 4 1 7 0 7 6
S 6 7 5 4 7 6 9 9
S 8 6 5 7 5 5 10 10
S 4 8 5 4 6 4 5 5
S 6 9 6 5 9 6 5 5
S 9 9 8 8 7 5 10 10
S 4 4 3 3 5 1 2 5
S 7 5 4 4 6 5 7 6
S 6 6 6 6 5 4 10 8
S 6 5 3 5 7 4 8 8
S 5 7 5 1 6 4 6 6
S 7 4 5 5 7 6 5 7
S 7 6 6 6 7 8 10 9
S 8 8 8 7 8 5 9 9
S 5 8 3 0 8 0 9 5
S 7 7 7 8 10 7 3 5
S 8 9 6 6 8 5 10 10
S 10 10 8 6 8 10 9 4
S 4 5 3 2 4 10 10 10
S 6 7 6 5 7 6 8 8
S 2 7 2 2 6 0 6 6
S 4 4 3 4 7 5 10 8
S 8 8 5 7 8 7 7 7
S 6 5 3 4 5 5 4 5
S 8 7 7 7 8 7 8 5
S 7 8 5 3 9 6 7 4
S 5 5 5 5 7 5 10 8
S 9 9 7 7 8 6 10 5
S 5 3 2 3 6 2 7 5
S 7 6 6 5 8 4 7 6
S 4 6 3 5 8 4 9 8
S 7 7 6 6 7 7 7 5
S 8 8 8 5 8 0 10 10
S 8 8 5 6 7 7 7 7
S 8 8 7 7 8 7 6 5
S 7 5 6 7 8 6 7 7
S 5 5 3 4 5 3 8 8
S 3 6 3 2 5 4 5 5
S 8 5 7 5 7 5 8 5
S 8 7 7 6 5 6 6 7
S 7 8 7 6 8 3 9 9
S 7 5 6 6 8 6 7 7
S 6 5 5 3 7 3 7 6
S 6 4 6 4 8 5 8 7
S 5 7 3 4 6 1 6 3
S 5 3 3 1 6 0 10 10
S 10 7 5 5 7 7 5 7
S 7 7 5 5 7 4 10 5
S 6 6 6 6 8 4 10 10
S 7 8 7 5 7 5 8 6
S 6 8 3 4 6 9 10 8
S 8 9 9 6 9 6 10 5
S 6 6 4 2 6 4 8 5
S 10 6 5 4 6 7 8 7
S 7 8 7 7 8 6 7 7
S 10 10 7 6 10 10 8 8
S 10 6 3 4 4 5 10 7
S 9 9 7 7 9 5 8 7
S 6 7 7 4 5 1 10 9
S 7 7 7 6 6 7 7 8
S 4 5 4 4 7 5 7 4
S 10 6 0 1 8 9 9 9
S 8 8 6 8 7 7 10 9
S 8 5 8 8 8 5 8 7
S 5 7 5 5 8 5 5 5
S 7 8 5 7 8 8 8 8
S 5 4 5 3 5 5 10 10
S 5 3 6 5 8 3 7 4
S 1 6 4 2 5 3 8 7
S 8 7 6 7 9 6 7 7
S 8 6 8 6 8 5 5 5
S 4 8 3 0 6 1 10 8
S 7 4 2 5 7 6 10 8
S 8 7 6 0 9 0 10 10
S 8 8 8 7 8 5 8 8
S 6 4 4 4 5 5 8 8
S 7 6 5 5 6 4 10 8
S 4 7 3 4 3 5 10 8
S 5 5 3 2 7 2 9 8
S 5 6 4 6 8 5 7 7
S 7 5 5 5 7 5 10 9
S 9 8 8 6 6 5 8 8
S 7 7 5 2 8 7 8 8
S 6 7 5 3 6 3 4 4
S 3 2 1 0 5 0 7 7
S 5 6 3 2 3 2 10 8
S 8 8 5 5 7 5 10 8
S 8 7 5 7 9 5 5 6
S 8 7 7 6 5 5 8 8
S 8 8 8 8 10 8 8 6
S 6 6 4 7 8 5 6 7
S 8 4 2 3 6 2 8 10
S 9 6 7 8 8 8 9 6
S 6 8 5 5 7 6 7 7
S 7 4 5 5 6 8 9 9
S 7 8 4 4 5 5 8 8
S 5 4 3 4 6 7 8 7
S 7 8 2 4 6 1 5 5
S 5 7 5 3 8 5 9 8
S 6 7 5 8 9 7 8 7
S 7 7 7 7 8 5 10 8
S 6 8 5 3 3 5 8 8
S 5 7 4 4 6 4 5 6
S 8 7 7 4 5 6 10 10
S 6 9 7 6 6 3 9 8
S 8 8 5 7 8 6 10 9
S 7 8 6 5 8 5 7 7
S 9 8 7 8 9 7 8 7
S 2 8 1 0 5 3 5 5
S 6 7 6 7 8 7 8 8
S 5 7 4 4 6 3 5 4
S 7 8 6 5 8 5 10 9
S 5 7 2 5 8 4 4 7
S 6 9 5 5 5 7 7 8
S 6 8 5 7 8 4 8 6
S 9 8 7 6 5 7 9 8
S 8 6 7 7 8 8 9 9
S 6 8 6 6 8 4 7 7
S 8 3 3 6 8 5 8 8
S 6 4 6 4 8 8 8 6
S 7 5 5 3 6 5 6 5
S 5 7 4 4 4 5 7 7
S 8 8 6 5 8 5 10 8
S 8 8 6 7 7 6 8 8
S 5 7 5 5 5 8 10 10
S 7 3 1 0 5 0 8 6
S 9 10 8 6 8 10 10 9
S 5 5 2 3 8 5 8 5
S 7 7 6 7 8 5 8 10
S 6 7 6 6 8 5 8 8
S 8 6 5 6 8 5 9 7
S 0 5 0 0 7 6 3 2
S 9 9 7 7 6 5 10 8
S 7 5 4 3 6 4 7 6
S 4 6 4 5 7 5 7 7
S 8 5 5 4 10 5 8 10
S 3 4 3 1 5 4 6 6
S 5 8 9 2 10 9 10 8
S 4 5 5 0 5 1 9 4
S 4 4 5 0 4 5 6 6
S 7 7 7 7 8 8 10 10
S 6 9 6 8 10 3 9 6
S 1 7 2 0 1 2 10 10
S 8 9 7 8 9 7 6 4
S 5 7 2 0 2 0 1 1
S 8 9 7 7 9 3 7 7
S 6 5 6 6 7 6 8 7
S 7 8 4 5 5 7 7 7
S 5 5 5 5 8 3 6 6
S 8 7 4 6 7 5 8 8
S 7 8 4 4 7 9 7 5
S 5 6 5 4 6 5 9 9
S 3 2 2 2 10 1 8 8
S 7 9 6 5 5 5 7 5
S 3 5 2 2 7 0 7 2
S 8 7 5 3 7 2 8 5
S 5 7 5 5 7 4 7 7
S 4 1 0 0 6 3 8 7
S 3 6 3 3 4 5 10 10
S 5 7 5 4 8 5 6 5
S 7 9 7 7 8 8 9 8
S 4 8 5 5 7 5 10 10
S 8 8 7 6 6 5 4 5
S 7 8 7 7 7 7 9 9
S 8 8 7 5 7 4 10 8
S 9 6 4 2 5 3 7 6
S 5 4 3 3 4 3 5 6
S 4 6 2 4 7 2 3 4
S 6 7 3 2 5 7 10 7
S 7 6 5 5 7 5 9 5
S 3 3 2 2 7 3 5 5
S 6 4 4 3 8 3 5 4
S 6 7 6 5 7 5 7 6
S 8 7 4 3 8 4 4 3
S 6 3 5 4 7 6 5 7
S 9 9 6 7 9 4 8 6
S 8 6 5 6 9 5 8 5
S 5 7 4 5 9 8 9 9
S 2 5 0 0 4 4 6 6
S 6 5 6 2 6 3 5 4
S 8 7 5 4 7 3 5 5
S 7 3 4 6 7 2 4 5
S 5 4 4 2 6 3 6 5
S 7 4 4 3 6 3 10 9
S 10 7 7 6 8 3 5 5
S 5 7 5 4 6 3 8 8
S 4 4 3 2 3 4 7 6
S 10 8 6 8 10 5 10 8
S 5 7 4 3 8 5 8 6
S 5 6 6 5 7 2 5 5
S 3 8 1 2 4 8 5 5
S 7 8 6 5 7 6 7 7
S 8 8 3 1 7 3 10 10
S 8 9 7 7 7 5 8 8
S 5 5 5 3 8 6 8 8
S 7 6 6 7 8 5 9 7
S 9 8 7 8 8 8 6 5
S 8 8 6 6 8 7 5 6
S 7 7 6 4 7 8 8 8
S 3 3 2 2 5 5 5 5
S 5 7 5 5 6 4 7 7
S 3 5 3 3 6 4 7 8
S 4 5 2 2 3 6 10 8
S 8 8 7 8 9 7 8 8
S 6 8 5 5 5 6 9 9
S 7 7 5 5 5 10 10 10
S 5 6 5 4 7 5 6 6
S 10 10 5 10 10 8 10 10
S 6 6 6 6 6 7 10 7
S 6 6 4 4 5 5 10 9
S 8 8 8 5 8 5 10 10
S 5 3 4 4 7 5 7 6
S 7 8 7 7 7 8 10 8
S 10 9 7 9 9 10 10 10
S 7 7 7 6 5 5 10 10
S 6 7 5 7 8 5 6 6
S 8 8 6 7 9 3 7 8
S 6 6 5 6 8 7 9 7
S 4 8 5 5 7 7 10 8
S 5 9 5 0 5 0 10 5
S 5 6 5 5 7 5 8 5
S 8 5 5 6 8 8 8 7
S 4 6 4 3 7 4 7 6
S 9 6 7 5 5 4 9 7
S 3 1 3 2 6 3 10 8
S 8 7 6 6 8 5 8 6
S 6 5 5 4 7 6 7 7
S 7 8 6 6 7 5 7 5
S 3 8 2 0 7 5 10 10
S 7 9 5 8 9 9 7 7
S 5 7 5 5 7 6 8 6
S 7 6 5 6 8 7 6 7
S 6 4 4 0 1 4 5 5
S 6 8 5 4 8 5 3 3
S 5 6 4 6 7 5 10 7
S 7 7 6 5 6 7 8 8
S 8 4 2 4 7 7 8 6
S 7 7 5 5 7 8 9 7
S 10 8 8 6 10 5 10 10
S 7 5 3 8 10 2 10 5
S 4 6 3 2 6 6 7 6
S 10 6 4 7 7 5 7 4
S 6 7 5 5 7 5 8 8
S 7 6 5 5 5 5 8 8
S 7 8 6 6 8 5 8 8
S 3 7 3 5 8 2 10 8
S 7 7 4 2 4 3 9 9
S 7 5 4 5 7 2 2 2
S 10 9 8 8 8 8 8 8
S 7 5 7 5 6 8 8 7
S 6 6 6 4 7 6 8 8
S 7 5 5 0 6 7 10 7
S 4 6 4 4 6 4 7 5
S 6 7 6 4 8 4 7 6
S 8 5 8 7 8 9 9 10
S 9 7 2 5 8 0 6 5
S 7 8 7 5 8 3 10 9
S 7 8 5 7 8 8 8 8
S 7 8 7 6 8 4 10 10
S 5 5 4 4 7 4 3 5
S 7 7 7 7 9 4 7 7
S 4 4 5 5 8 3 10 6
S 8 6 5 6 9 7 5 6
S 4 5 4 4 5 4 7 7
S 3 3 2 0 3 0 10 10
S 3 8 5 3 8 5 8 7
S 6 7 6 5 5 5 9 6
S 10 10 10 4 3 7 6 3
S 5 8 4 4 7 5 9 9
S 7 8 7 7 8 4 8 8
S 4 4 4 5 7 6 10 10
S 8 8 10 9 9 5 10 8
S 7 8 7 6 6 5 5 5
S 7 8 5 6 6 5 8 7
S 10 9 8 8 10 5 10 10
S 3 7 3 2 6 4 5 5
S 5 6 3 4 4 5 8 7
S 6 6 7 7 8 8 9 7
S 9 8 8 7 8 5 10 10
S 3 5 5 0 7 0 8 5
S 7 7 5 3 5 6 10 7
S 6 5 6 5 7 4 4 5
S 6 7 6 5 5 8 9 8
S 5 4 3 1 2 4 4 5
S 8 5 3 7 10 7 3 5
S 9 8 7 6 8 7 9 8
S 7 6 3 2 4 6 6 7
S 7 8 7 4 6 7 10 8
S 5 5 5 3 3 4 7 6
S 7 7 4 4 7 6 10 8
S 7 7 6 6 8 5 10 8
S 5 5 4 4 4 5 5 8
S 5 7 3 2 4 5 7 5
S 7 8 6 5 8 5 7 7
S 5 4 5 3 3 3 8 6
S 10 7 5 7 9 8 10 8
S 8 8 6 5 6 4 10 9
S 6 7 7 6 7 5 7 5
S 6 7 4 5 6 6 10 5
S 8 8 6 8 9 4 5 7
S 8 7 6 7 9 7 6 7
S 4 8 3 4 6 6 8 5
S 7 5 5 3 7 3 6 5
S 8 7 8 7 7 5 7 7
S 9 9 7 7 8 5 8 7
S 7 5 6 5 7 6 10 10
S 5 9 6 6 10 5 7 8
S 3 8 2 5 9 8 8 5
S 9 8 7 7 8 8 8 7
S 4 4 4 3 6 5 8 8
S 7 6 3 3 8 5 7 6
S 6 7 5 4 7 0 6 5
S 4 6 3 4 5 5 7 7
S 4 5 3 4 6 5 10 10
S 8 7 6 6 8 5 10 9
S 4 6 4 4 6 2 8 9
S 5 5 4 4 7 5 6 6
S 5 6 4 4 7 3 6 4
S 8 10 8 6 8 2 8 8
S 6 7 6 7 8 6 8 6
S 10 9 8 7 8 9 10 10
S 9 8 9 10 8 10 10 10
S 6 4 7 3 8 2 9 9
S 7 5 6 5 8 3 6 3
S 2 9 3 3 5 5 7 5
S 6 4 2 2 6 2 8 7
S 2 8 3 5 5 1 10 9
S 5 4 3 3 6 4 7 5
S 6 7 6 5 6 5 7 7
S 5 8 5 5 10 10 5 2
S 6 4 5 3 6 8 7 6
S 8 8 6 4 7 7 9 8
S 10 8 7 10 10 5 7 5
S 9 8 7 7 9 10 8 8
S 8 8 6 4 7 10 6 5
S 10 10 7 8 9 5 8 8
S 5 8 8 3 5 7 6 6
S 7 8 5 4 8 5 7 5
S 7 5 5 5 7 5 8 7
S 4 5 3 0 2 3 5 4
S 7 7 7 6 6 5 8 8
S 6 7 5 3 7 8 5 3
S 5 6 5 3 8 6 9 7
S 8 10 6 6 7 9 7 5
S 5 7 3 2 1 7 8 8
S 5 5 3 5 8 7 7 5
S 9 9 9 9 10 6 7 5
S 5 5 1 2 5 4 8 9
S 5 2 2 0 2 6 7 7
S 6 6 6 6 7 3 8 5
S 6 3 5 3 4 4 6 6
S 7 5 4 3 7 4 7 7
S 4 6 4 1 8 2 8 5
S 9 9 7 5 5 2 6 5
S 8 5 4 5 8 7 7 5
S 5 5 5 4 7 0 9 4
S 6 7 5 5 6 5 7 6
S 5 6 4 6 6 6 9 8
S 5 6 4 4 5 5 6 6
S 7 6 6 6 7 7 9 8
S 7 8 5 5 5 5 5 5
S 8 7 3 2 9 6 8 8
S 7 8 7 6 8 4 9 9
S 4 5 4 4 6 5 7 7
S 7 9 7 7 8 10 8 8
S 7 8 6 7 8 5 8 7
S 5 4 3 1 2 2 4 4
S 4 4 5 4 7 5 6 7
S 3 5 2 0 2 3 5 5
S 4 5 4 4 8 1 8 8
S 8 8 7 6 8 4 8 8
S 2 7 2 3 8 6 9 5
S 7 5 7 5 7 4 8 6
S 9 8 6 8 9 5 6 5
S 3 7 1 2 5 0 8 8
S 7 9 5 8 8 8 8 8
S 8 8 6 6 9 6 7 7
S 5 7 8 2 10 1 8 5
S 7 6 7 3 5 6 7 5
S 7 8 7 7 8 4 8 7
S 8 9 6 8 9 6 8 6
S 8 8 2 7 7 8 8 5
S 7 9 7 5 5 5 9 9
S 8 8 6 6 6 2 5 5
S 8 8 7 7 9 6 9 9
S 4 5 3 3 5 5 4 6
S 5 7 6 4 8 8 9 6
S 7 5 3 5 8 6 10 5
S 7 7 6 5 7 5 5 5
S 6 7 5 4 6 5 8 7
S 4 4 3 7 9 4 10 8
S 6 7 4 4 6 5 7 7
S 6 5 4 3 6 3 6 8
S 6 6 5 5 6 5 9 7
S 7 7 3 2 5 2 10 10
S 4 5 4 2 5 3 7 5
S 5 6 4 4 6 5 9 9
S 7 8 6 6 7 7 8 4
S 8 7 7 6 6 6 5 6
S 7 7 6 6 7 7 10 8
S 6 7 7 3 5 3 5 5
S 7 6 5 5 8 5 7 6
S 8 4 5 5 7 5 8 5
S 3 6 4 3 5 1 7 5
S 6 6 3 2 2 5 7 5
S 7 7 7 3 3 4 9 7
S 10 10 8 8 10 8 9 8
S 8 10 6 9 10 10 10 10
S 2 8 2 0 5 0 4 0
S 6 6 6 5 6 7 7 6
S 8 9 8 5 7 6 9 8
S 10 9 7 8 7 8 10 10
S 8 9 7 6 6 6 8 7
S 6 7 5 3 6 6 6 6
S 5 7 4 3 5 5 6 5
S 7 6 4 6 7 6 7 8
S 7 6 6 5 7 9 8 8
S 5 5 4 3 6 3 6 5
S 8 9 2 1 7 3 8 5
S 7 4 6 5 8 8 7 5
S 3 5 2 3 5 2 10 6
S 7 4 7 5 7 3 8 10
S 5 8 4 4 5 5 7 5
S 8 9 7 6 8 7 8 8
S 7 6 5 7 8 8 10 9
S 7 8 5 7 8 6 8 5
S 3 5 3 3 7 5 8 7
S 7 6 7 7 7 7 8 8
S 7 6 6 6 7 5 8 7
S 7 7 6 6 6 5 8 7
S 6 7 4 2 6 8 9 5
S 8 9 6 6 9 7 10 8
S 9 9 7 5 7 4 8 8
S 8 8 7 8 9 7 7 7
S 10 8 8 7 5 8 10 8
S 4 7 5 4 8 5 10 4
S 8 6 6 5 6 5 10 10
S 5 6 2 2 4 5 8 8
S 5 4 6 5 4 3 6 10
S 7 9 1 3 6 2 7 7
S 9 9 9 6 6 7 10 8
S 8 8 6 5 9 3 8 3
S 9 9 5 4 8 7 8 8
S 7 8 6 7 9 5 10 10
S 7 5 4 6 8 5 9 8
S 5 8 2 1 5 1 8 2
S 8 9 6 6 8 4 10 10
S 9 10 8 8 8 5 10 10
S 8 5 5 4 6 4 7 3
